,accuracy,accuracy,adj_accuracy,adj_accuracy
,mean,std,mean,std
model,,,,
DepthWindowCNN,0.5058257058526346,0.07531794519634447,0.8062446281903012,0.18070373993120398
LDA (classical),0.4471515917027523,0.12167308039403484,0.8368419149916347,0.17836953618865553
Random Forest,0.45003009734793925,0.15903880653877872,0.8247187704241571,0.20257989268820195
XGBoost,0.45396652556817385,0.14720930689886572,0.8254326230525878,0.18070881927245944
